function	description	HC-DS	HC-HD	HC-HX	HC-XY
K02005	ABC.CD.TX; HlyD family secretion protein	2782.08	4464.8	313.75	1222.67
K02006	cbiO; cobalt/nickel transport system ATP-binding protein	16193.75	18310.0	15307.25	13546.5
K02007	cbiM; cobalt/nickel transport system permease protein	16211.5	18310.0	15344.5	13965.5
K02008	cbiQ; cobalt/nickel transport system permease protein	16211.5	18310.0	15344.5	13965.5
K02009	cbiN; cobalt/nickel transport protein	14049.25	16109.0	15284.75	13495.5
K02010	afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]	31571.25	33278.34	35370.0	34251.11
K02011	afuB, fbpB; iron(III) transport system permease protein	31594.45	33727.34	35258.0	33964.57
K02012	afuA, fbpA; iron(III) transport system substrate-binding protein	31984.11	31734.34	33358.0	33158.74
K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]	117434.09	124359.45	128060.5	114197.45
K02014	TC.FEV.OM; iron complex outermembrane recepter protein	91996.0	100385.19	110992.0	112402.39
K02015	ABC.FEV.P; iron complex transport system permease protein	151758.09	165783.62000000002	168194.0	151156.94999999998
K02016	ABC.FEV.S; iron complex transport system substrate-binding protein	123963.29	132060.96	135657.0	120963.25
K02017	modC; molybdate transport system ATP-binding protein [EC:3.6.3.29]	17035.36	18615.17	18025.5	17731.809999999998
K02018	modB; molybdate transport system permease protein	17353.36	18615.17	18071.0	18150.81
K02019	modE; molybdate transport system regulatory protein	14992.73	16872.17	17933.0	17547.61
K02020	modA; molybdate transport system substrate-binding protein	43558.56	46926.34	49211.0	46516.95
K02024	lamB; maltoporin	54148.2	58129.17	63029.0	54386.97
K02025	ABC.MS.P; multiple sugar transport system permease protein	7724.05	22055.0	185.5	3462.37
K02026	ABC.MS.P1; multiple sugar transport system permease protein	7724.05	22055.0	183.5	3462.37
K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein	7339.8	19836.0	197.75	3485.04
K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	72500.54	80185.34	79157.0	72781.25
K02029	ABC.PA.P; polar amino acid transport system permease protein	142122.74	157837.68	159228.5	143726.38999999998
K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein	127865.65	142468.85	140102.75	127874.4
K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	56827.3	62477.17	62522.5	55844.14
K02032	ABC.PE.A1; peptide/nickel transport system ATP-binding protein	78767.77	86143.17	87071.0	78903.34999999999
K02033	ABC.PE.P; peptide/nickel transport system permease protein	83837.68000000001	92914.17	92036.25	83647.68999999999
K02034	ABC.PE.P1; peptide/nickel transport system permease protein	83126.1	90713.17	92073.5	83820.02
K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	85868.55	95396.51	93697.0	84326.65999999999
K02036	pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]	19747.81	23324.54	20176.25	20206.45
K02037	pstC; phosphate transport system permease protein	19746.06	23324.54	20167.75	20206.45
K02038	pstA; phosphate transport system permease protein	19746.06	23324.54	20167.75	20206.45
K02039	phoU; phosphate transport system protein	17260.78	18635.37	18081.5	17904.14
K02040	pstS; phosphate transport system substrate-binding protein	19162.51	21592.74	20301.5	20471.25
K02041	phnC; phosphonate transport system ATP-binding protein [EC:3.6.3.28]	17356.95	18991.17	20260.5	17573.64
K02042	phnE; phosphonate transport system permease protein	32210.7	34956.34	37589.0	32527.98
K02043	phnF; GntR family transcriptional regulator, phosphonate transport system regulatory protein	13114.2	14412.17	15234.0	13322.64
K02044	phnD; phosphonate transport system substrate-binding protein	17365.7	18991.17	20272.25	17596.309999999998
K02045	cysA; sulfate transport system ATP-binding protein [EC:3.6.3.25]	15487.2	18606.17	17933.0	17123.14
K02046	cysU; sulfate transport system permease protein	15487.2	18606.17	17933.0	17123.14
K02047	cysW; sulfate transport system permease protein	15487.2	18606.17	17933.0	17123.14
K02048	cysP, sbp; sulfate transport system substrate-binding protein	28601.4	33009.34	33771.0	32367.44
K02049	ABC.SN.A; NitT/TauT family transport system ATP-binding protein	33296.93	41696.17	32463.25	35743.85
K02050	ABC.SN.P; NitT/TauT family transport system permease protein	33990.34	48299.17	31850.5	34196.52
K02051	ABC.SN.S; NitT/TauT family transport system substrate-binding protein	44985.55	56038.4	47244.5	47153.48
K02052	ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein	15062.33	18283.17	17329.0	16114.01
K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein	15085.53	18743.34	17329.0	16336.15
K02054	ABC.SP.P1; putative spermidine/putrescine transport system permease protein	13278.13	15796.17	15236.0	14148.05
K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein	13370.93	17655.17	15236.0	14881.92
K02056	ABC.SS.A; simple sugar transport system ATP-binding protein [EC:3.6.3.17]	56892.89	62718.34	63732.5	57459.7
K02057	ABC.SS.P; simple sugar transport system permease protein	86601.8	96993.51	96475.0	86868.54999999999
K02058	ABC.SS.S; simple sugar transport system substrate-binding protein	43595.66	48039.34	50095.5	43481.17999999999
K02062	thiQ; thiamine transport system ATP-binding protein	14852.0	15956.17	17327.0	14955.67
K02063	thiP; thiamine transport system permease protein	14852.0	15956.17	17327.0	14955.67
K02064	thiB, tbpA; thiamine transport system substrate-binding protein	14852.0	15956.17	17327.0	14955.67
K02065	mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	16224.4	16883.37	18207.0	17548.61
K02066	mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein	16224.4	16883.37	18275.0	17525.940000000002
K02067	mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	16224.4	16883.37	18275.0	17525.940000000002
K02068	ABC.X2.A; putative ABC transport system ATP-binding protein	13213.2	14414.37	15243.0	13299.97
K02069	ABC.X2.P; putative ABC transport system permease protein	13213.2	14414.37	15291.0	13299.97
K02071	metN; D-methionine transport system ATP-binding protein	45221.73	48893.34	51173.75	48126.45
K02072	metI; D-methionine transport system permease protein	45244.93	49351.34	51173.75	48304.25
K02073	metQ; D-methionine transport system substrate-binding protein	72776.13	77699.68	82996.75	78778.07
K02074	ABC.ZM.A; zinc/manganese transport system ATP-binding protein	13115.95	14403.17	15237.5	13322.64
K02075	ABC.ZM.P; zinc/manganese transport system permease protein	13115.95	14403.17	15237.5	13322.64
K02077	ABC.ZM.S; zinc/manganese transport system substrate-binding protein	13115.95	14403.17	15239.5	13322.64
K02078	acpP; acyl carrier protein	20096.01	23824.11	20483.5	21068.26
K02081	agaR; DeoR family transcriptional regulator, aga operon transcriptional repressor	2574.33	2594.0	2991.0	2751.17
K02082	agaS; tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]	219.0	37.17	123.0	527.6700000000001
K02083	allC; allantoate deiminase [EC:3.5.3.9]	13190.58	13945.17	15240.75	13368.84
K02086	dnaD; DNA replication protein	7.0	0.0	15.25	0.0
K02099	araC; AraC family transcriptional regulator, arabinose operon regulatory protein	26781.33	31689.17	29697.0	25861.34
K02100	araE; MFS transporter, SP family, arabinose:H+ symporter	13091.0	13908.0	15238.0	13100.5
K02103	araR; GntR family transcriptional regulator, arabinose operon transcriptional repressor	94.33	0.0	0.0	246.67
K02106	atoE; short-chain fatty acids transporter	23.2	467.0	615.0	2254.4700000000003
K02107	ATPVG, ahaH, atpH; V/A-type H+/Na+-transporting ATPase subunit G/H	318.0	0.0	44.0	419.0
K02108	ATPF0A, atpB; F-type H+-transporting ATPase subunit a	16643.53	16425.37	18122.75	17926.809999999998
K02109	ATPF0B, atpF; F-type H+-transporting ATPase subunit b	16643.53	16434.37	18122.75	17926.809999999998
K02110	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	16643.53	16425.37	18122.75	17926.809999999998
K02111	ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	16643.53	16425.37	18122.75	17926.809999999998
K02112	ATPF1B, atpD; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	16643.53	16425.37	18122.75	17904.14
K02113	ATPF1D, atpH; F-type H+-transporting ATPase subunit delta	16643.53	16425.37	18122.75	17926.809999999998
K02114	ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon	16643.53	16425.37	18122.75	17926.809999999998
K02115	ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma	16643.53	16425.37	18122.75	17904.14
K02116	atpI; ATP synthase protein I	14974.2	16414.17	17397.0	15133.47
K02117	ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:3.6.3.14 3.6.3.15]	1753.66	4413.2	45.5	912.34
K02118	ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B	1753.66	4413.2	45.5	912.34
K02119	ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C	1141.66	2201.0	45.5	912.34
K02120	ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D	1753.66	4413.2	45.5	912.34
K02121	ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E	1024.33	2212.2	45.5	665.67
K02122	ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F	1753.66	4402.0	45.5	912.34
K02123	ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I	1753.66	4413.2	45.5	912.34
K02124	ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K	1753.66	4413.2	45.5	912.34
K02160	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein	15929.53	18642.17	18070.75	17853.14
K02167	betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes	14875.2	16405.17	17942.0	17187.47
K02168	betT, betS; choline/glycine/proline betaine transport protein	26664.4	29360.34	32756.0	33068.44
K02169	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]	14875.2	16416.37	18010.0	17255.480000000003
K02170	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	14875.2	16405.17	17942.0	17210.14
K02171	blaI; BlaI family transcriptional regulator, penicillinase repressor	1646.83	4402.0	13.5	246.67
K02172	blaR1; bla regulator protein blaR1	1119.24	2201.0	6.75	740.01
K02182	caiC; carnitine-CoA ligase [EC:6.2.1.48]	0.0	27.0	0.0	22.67
K02188	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	15446.58	16109.0	15286.75	13793.17
K02189	cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	15469.78	16567.0	15288.25	13970.97
K02190	cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	16767.33	16109.0	15280.0	13844.17
K02191	cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	14735.0	13908.0	15278.0	13546.5
K02192	bfd; bacterioferritin-associated ferredoxin	15188.53	16405.17	17942.0	17456.809999999998
K02193	ccmA; heme exporter protein A [EC:3.6.3.41]	14445.45	14412.17	15387.75	13436.64
K02194	ccmB; heme exporter protein B	14445.45	14412.17	15387.75	13459.31
K02195	ccmC; heme exporter protein C	14440.2	14412.17	15381.0	13436.64
K02196	ccmD; heme exporter protein D	13114.2	14412.17	15313.0	13385.64
K02197	ccmE; cytochrome c-type biogenesis protein CcmE	14440.2	14412.17	15381.0	13459.31
K02198	ccmF; cytochrome c-type biogenesis protein CcmF	14440.2	14412.17	15381.0	13459.31
K02199	ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	13114.2	14412.17	15381.0	13385.64
K02200	ccmH; cytochrome c-type biogenesis protein CcmH	13137.4	14879.17	15460.0	13718.45
K02203	thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	23.2	458.0	537.5	2144.8
K02204	thrB2; homoserine kinase type II [EC:2.7.1.39]	23.2	467.0	604.0	2167.4700000000003
K02217	ftnA, ftn; ferritin [EC:1.16.3.2]	15586.58	18177.37	17427.75	15621.34
K02221	yggT; YggT family protein	15194.95	16414.17	17985.5	17542.14
K02224	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	15498.03	16567.0	15363.0	13970.97
K02225	cobC1, cobC; cobalamin biosynthetic protein CobC	23.2	458.0	0.0	177.8
K02226	cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]	15487.53	16569.2	16012.5	16024.97
K02227	cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	15492.78	16567.0	15424.25	13970.97
K02228	cobF; precorrin-6A synthase [EC:2.1.1.152]	23.2	458.0	0.0	177.8
K02229	cobG; precorrin-3B synthase [EC:1.14.13.83]	23.2	458.0	0.0	177.8
K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]	23.2	460.2	68.0	177.8
K02231	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	15587.11	16569.2	15940.25	16184.64
K02232	cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]	15492.78	16576.0	15356.25	13970.97
K02233	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	15492.78	16569.2	15940.25	15937.97
K02234	cobW; cobalamin biosynthesis protein CobW	23.2	458.0	68.0	177.8
K02236	comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1.75	0.0	8.5	0.0
K02237	comEA; competence protein ComEA	17255.53	18606.17	18074.75	15937.14
K02238	comEC; competence protein ComEC	19829.53	20836.37	18212.25	18793.14
K02240	comFA; competence protein ComFA	7.0	0.0	15.25	0.0
K02241	comFB; competence protein ComFB	224.25	0.0	6.75	0.0
K02242	comFC; competence protein ComFC	319.75	0.0	52.5	419.0
K02243	comGA; competence protein ComGA	1.75	0.0	8.5	0.0
K02244	comGB; competence protein ComGB	1.75	0.0	8.5	0.0
K02245	comGC; competence protein ComGC	1.75	0.0	8.5	0.0
K02246	comGD; competence protein ComGD	1.75	0.0	8.5	0.0
K02248	comGF; competence protein ComGF	1.75	0.0	8.5	0.0
K02251	comQ; competence protein ComQ	5.25	0.0	6.75	0.0
K02255	ftnB; ferritin-like protein 2	13091.0	13908.0	15234.0	13100.5
K02258	COX11, ctaG; cytochrome c oxidase assembly protein subunit 11	23.2	476.0	147.0	264.8
K02259	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15	23.2	467.0	147.0	287.47
K02274	coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]	23.2	467.0	147.0	287.47
K02275	coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]	23.2	467.0	147.0	264.8
K02276	coxC, ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]	23.2	467.0	147.0	287.47
K02278	cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]	729.5300000000001	2668.0	79.0	534.14
K02279	cpaB, rcpC; pilus assembly protein CpaB	823.86	2668.0	79.0	758.14
K02280	cpaC, rcpA; pilus assembly protein CpaC	46.4	925.0	79.0	465.27
K02281	cpaD; pilus assembly protein CpaD	0.0	9.0	0.0	0.0
K02282	cpaE, tadZ; pilus assembly protein CpaE	23.2	467.0	79.0	287.47
K02283	cpaF, tadA; pilus assembly protein CpaF	4103.19	9271.0	81.0	1078.48
K02291	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]	0.0	9.0	68.0	22.67
K02297	cyoA; cytochrome o ubiquinol oxidase subunit II [EC:1.10.3.10]	14875.2	16405.17	18089.0	17319.809999999998
K02298	cyoB; cytochrome o ubiquinol oxidase subunit I [EC:1.10.3.10]	14875.2	16405.17	18089.0	17297.14
K02299	cyoC; cytochrome o ubiquinol oxidase subunit III	14875.2	16405.17	18089.0	17297.14
K02300	cyoD; cytochrome o ubiquinol oxidase subunit IV	14875.2	16405.17	18089.0	17319.809999999998
K02302	cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	28060.53	30368.34	33097.0	30469.31
K02303	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	1784.2	2460.0	2229.0	2011.3
K02304	MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	2378.58	2201.0	54.25	716.67
K02305	norC; nitric oxide reductase subunit C	5.25	0.0	6.75	0.0
K02313	dnaA; chromosomal replication initiator protein	17260.78	18626.37	18129.5	17904.14
K02314	dnaB; replicative DNA helicase [EC:3.6.4.12]	22314.53	23830.94	23850.75	26717.48
K02315	dnaC; DNA replication protein DnaC	25282.49	27698.0	28482.5	25097.51
K02316	dnaG; DNA primase [EC:2.7.7.-]	17255.53	18628.57	18122.75	17904.14
K02317	dnaT; DNA replication protein DnaT	13091.0	13908.0	15234.0	13100.5
K02334	dpo; DNA polymerase bacteriophage-type [EC:2.7.7.7]	1542.33	9.0	218.5	407.34
K02335	polA; DNA polymerase I [EC:2.7.7.7]	17349.86	18626.37	18122.75	18173.480000000003
K02336	polB; DNA polymerase II [EC:2.7.7.7]	14875.2	16405.17	17327.0	15133.47
K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	17255.53	18630.77	18122.75	17904.14
K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	17255.53	18635.37	18122.75	17926.809999999998
K02339	holC; DNA polymerase III subunit chi [EC:2.7.7.7]	14875.2	16414.17	18010.0	17210.14
K02340	holA; DNA polymerase III subunit delta [EC:2.7.7.7]	17255.53	18626.37	18122.75	17926.809999999998
K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	17255.53	18626.37	18122.75	17904.14
K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	16910.68	17370.57	17783.25	16447.75
K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	17255.53	18626.37	18122.75	17926.809999999998
K02344	holD; DNA polymerase III subunit psi [EC:2.7.7.7]	14852.0	15947.17	17327.0	14955.67
K02345	holE; DNA polymerase III subunit theta [EC:2.7.7.7]	27943.0	29892.34	32561.0	28053.84
K02346	dinB; DNA polymerase IV [EC:2.7.7.7]	18061.44	20827.37	18129.5	18397.480000000003
K02348	elaA; ElaA protein	13333.2	14366.0	15302.0	13300.97
K02351	K02351; putative membrane protein	0.0	0.0	0.0	22.67
K02352	drp35; lactonase [EC:3.1.1.-]	13091.0	13908.0	15234.0	13076.5
K02355	fusA, GFM, EFG; elongation factor G	32725.11	34792.74	33538.0	31829.98
K02356	efp; elongation factor P	32109.28	34573.54	35530.25	32969.48
K02357	tsf, TSFM; elongation factor Ts	17255.53	18626.37	18122.75	17926.809999999998
K02358	tuf, TUFM; elongation factor Tu	33246.53	35454.54	37122.25	38191.65
K02361	entC; isochorismate synthase [EC:5.4.4.2]	13091.0	13956.37	15897.0	15176.17
K02362	entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]	13114.2	14366.0	15234.0	13300.97
K02363	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]	13091.0	13945.17	15849.0	15176.17
K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]	13091.0	13982.34	15313.0	13230.84
K02371	fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	15473.08	16120.2	15296.25	13815.84
K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	17255.53	18654.54	18120.75	17948.48
K02377	TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]	0.0	11.2	48.0	46.67
K02379	fdhD; FdhD protein	16206.45	16414.17	18018.75	17261.14
K02380	fdhE; FdhE protein	14857.25	15947.17	17401.75	14978.34
K02385	flbD; flagellar protein FlbD	2378.58	2201.0	50.75	716.67
K02386	flgA; flagella basal body P-ring formation protein FlgA	3110.2	2506.17	2240.0	2194.9700000000003
K02387	flgB; flagellar basal-body rod protein FlgB	4185.98	5165.17	2290.75	3061.11
K02388	flgC; flagellar basal-body rod protein FlgC	4162.78	4707.17	2290.75	2883.3100000000004
K02389	flgD; flagellar basal-body rod modification protein FlgD	4162.78	4707.17	2290.75	2883.3100000000004
K02390	flgE; flagellar hook protein FlgE	4162.78	4707.17	2290.75	2860.6400000000003
K02391	flgF; flagellar basal-body rod protein FlgF	1784.2	2506.17	2240.0	2143.9700000000003
K02392	flgG; flagellar basal-body rod protein FlgG	6541.36	6908.17	2341.5	3599.9800000000005
K02393	flgH; flagellar L-ring protein precursor FlgH	3110.2	2506.17	2240.0	2217.6400000000003
K02394	flgI; flagellar P-ring protein precursor FlgI	3110.2	2506.17	2240.0	2217.6400000000003
K02395	flgJ; flagellar protein FlgJ	3722.2	4698.17	2240.0	2217.6400000000003
K02396	flgK; flagellar hook-associated protein 1 FlgK	4774.78	6908.17	2290.75	2883.3100000000004
K02397	flgL; flagellar hook-associated protein 3 FlgL	4162.78	4707.17	2290.75	2860.6400000000003
K02398	flgM; negative regulator of flagellin synthesis FlgM	4068.45	4698.17	2290.75	2636.6400000000003
K02399	flgN; flagella synthesis protein FlgN	1784.2	2497.17	2093.0	2079.6400000000003
K02400	flhA; flagellar biosynthesis protein FlhA	4162.78	4707.17	2290.75	2883.3100000000004
K02401	flhB; flagellar biosynthetic protein FlhB	3821.78	4707.17	2246.75	2441.6400000000003
K02402	flhC; flagellar transcriptional activator FlhC	1761.0	2039.17	2161.0	1901.84
K02403	flhD; flagellar transcriptional activator FlhD	1761.0	2039.17	2161.0	1924.51
K02404	flhF; flagellar biosynthesis protein FlhF	2284.45	2659.0	197.75	734.8
K02405	fliA; RNA polymerase sigma factor for flagellar operon FliA	4162.78	4698.17	2290.75	2883.3100000000004
K02406	fliC; flagellin	7024.44	6917.17	2628.75	4043.32
K02407	fliD; flagellar hook-associated protein 2	4162.78	4698.17	2290.75	2883.3100000000004
K02408	fliE; flagellar hook-basal body complex protein FliE	4162.78	4707.17	2290.75	2883.3100000000004
K02409	fliF; flagellar M-ring protein FliF	4162.78	4707.17	2290.75	2883.3100000000004
K02410	fliG; flagellar motor switch protein FliG	4162.78	4707.17	2290.75	2883.3100000000004
K02411	fliH; flagellar assembly protein FliH	4139.78	4698.17	2290.75	2883.3100000000004
K02412	fliI; flagellum-specific ATP synthase [EC:3.6.3.14]	4162.78	4707.17	2290.75	2883.3100000000004
K02413	fliJ; flagellar FliJ protein	4139.78	4698.17	2290.75	2883.3100000000004
K02414	fliK; flagellar hook-length control protein FliK	4045.45	4698.17	2290.75	2636.6400000000003
K02415	fliL; flagellar FliL protein	3456.65	2964.17	2290.75	2791.77
K02416	fliM; flagellar motor switch protein FliM	4162.78	4707.17	2290.75	2883.3100000000004
K02417	fliNY, fliN; flagellar motor switch protein FliN/FliY	4162.78	4707.17	2290.75	2860.6400000000003
K02418	fliOZ, fliO; flagellar protein FliO/FliZ	4068.45	4698.17	2290.75	2636.6400000000003
K02419	fliP; flagellar biosynthetic protein FliP	4162.78	4707.17	2290.75	2883.3100000000004
K02420	fliQ; flagellar biosynthetic protein FliQ	4162.78	4707.17	2290.75	2883.3100000000004
K02421	fliR; flagellar biosynthetic protein FliR	3844.78	4707.17	2246.75	2464.3100000000004
K02422	fliS; flagellar protein FliS	4780.03	6899.17	2297.5	2883.3100000000004
K02423	fliT; flagellar protein FliT	1761.0	2039.17	2161.0	1901.84
K02424	fliY; cystine transport system substrate-binding protein	14992.73	16863.17	17334.0	15580.61
